constructorStandingsId,constructorId,points,position,positionText,wins
478,51,7.0,9,9,0
478,37,0.0,14,14,0
478,55,0.0,17,17,0
478,56,1.0,13,13,0
478,6,61.0,1,1,3
478,27,11.0,8,8,0
478,53,0.0,16,16,0
478,34,36.0,5,5,2
478,45,3.0,12,12,0
478,21,4.0,11,11,0
478,57,0.0,15,15,0
479,4,44.0,4,4,3
479,3,46.0,3,3,0
479,1,56.0,2,2,4
479,25,14.0,8,8,0
479,32,29.0,6,6,1
479,54,4.0,11,11,0
479,51,7.0,9,9,0
479,37,0.0,14,14,0
479,55,0.0,17,17,0
479,56,1.0,13,13,0
479,6,64.0,1,1,3
479,27,15.0,7,7,0
479,53,0.0,16,16,0
479,34,36.0,5,5,2
479,45,3.0,12,12,0
479,21,5.0,10,10,0
479,57,0.0,15,15,0
480,4,50.0,4,4,3
480,3,55.0,3,3,1
480,1,60.0,2,2,4
480,25,14.0,8,8,0
480,32,30.0,6,6,1
480,54,4.0,11,11,0
480,51,7.0,9,9,0
480,37,0.0,14,14,0
480,55,0.0,17,17,0
480,56,1.0,13,13,0
480,6,64.0,1,1,3
480,27,15.0,7,7,0
480,53,0.0,16,16,0
480,34,41.0,5,5,2
480,45,3.0,12,12,0
480,21,5.0,10,10,0
480,57,0.0,15,15,0
481,4,59.0,3,3,4
481,3,55.0,4,4,1
481,1,63.0,2,2,4
481,25,16.0,8,8,0
481,32,30.0,6,6,1
481,54,4.0,11,11,0
481,51,7.0,9,9,0
481,37,0.0,14,14,0
481,55,0.0,17,17,0
481,56,1.0,13,13,0
481,6,74.0,1,1,3
481,27,16.0,7,7,0
481,53,0.0,16,16,0
481,34,41.0,5,5,2
481,45,3.0,12,12,0
481,21,5.0,10,10,0
481,57,0.0,15,15,0
482,57,0.0,15,15,0
482,6,74.0,1,1,3
483,34,4.0,2,2,0
483,3,15.0,1,1,1
482,21,5.0,10,10,0
482,45,3.0,12,12,0
482,34,41.0,5,5,2
482,53,0.0,16,16,0
482,27,20.0,8,8,0
482,56,1.0,13,13,0
482,37,0.0,14,14,0
482,55,0.0,17,17,0
482,54,4.0,11,11,0
482,51,7.0,9,9,0
482,32,30.0,6,6,1
482,25,25.0,7,7,1
482,4,62.0,3,3,4
482,3,58.0,4,4,1
482,1,69.0,2,2,4
483,51,3.0,3,3,0
483,25,2.0,4,4,0
483,55,1.0,5,5,0
483,56,0.0,6,6,0
483,4,0.0,7,7,0
483,57,0.0,8,8,0
483,6,0.0,9,9,0
483,27,0.0,10,10,0
483,54,0.0,11,11,0
483,21,0.0,12,12,0
483,45,0.0,13,13,0
483,32,0.0,14,14,0
483,1,0.0,15,15,0
483,37,0.0,16,16,0
484,3,30.0,1,1,2
484,34,4.0,2,2,0
484,51,3.0,5,5,0
484,25,2.0,7,7,0
484,55,1.0,9,9,0
484,56,0.0,10,10,0
484,4,0.0,11,11,0
484,57,3.0,4,4,0
484,6,0.0,13,13,0
484,27,1.0,8,8,0
484,54,0.0,14,14,0
484,21,4.0,3,3,0
484,45,0.0,15,15,0
484,32,2.0,6,6,0
484,1,0.0,12,12,0
484,37,0.0,16,16,0
485,3,39.0,1,1,2
485,34,13.0,2,2,1
485,51,3.0,5,5,0
485,25,2.0,8,8,0
485,55,1.0,10,10,0
485,56,0.0,11,11,0
485,4,6.0,3,3,0
485,57,3.0,6,6,0
485,6,0.0,14,14,0
485,27,1.0,9,9,0
485,54,0.0,13,13,0
485,21,4.0,4,4,0
485,45,0.0,15,15,0
485,32,3.0,7,7,0
485,1,0.0,12,12,0
485,37,0.0,16,16,0
486,3,43.0,1,1,2
486,34,25.0,2,2,2
486,51,3.0,5,5,0
486,25,2.0,9,9,0
486,55,1.0,12,12,0
486,56,0.0,13,13,0
486,4,6.0,4,4,0
486,57,3.0,6,6,0
486,6,2.0,8,8,0
486,27,1.0,10,10,0
486,54,0.0,14,14,0
486,21,10.0,3,3,0
486,45,0.0,16,16,0
486,32,3.0,7,7,0
486,1,1.0,11,11,0
486,37,0.0,15,15,0
486,53,0.0,17,17,0
487,3,52.0,1,1,3
487,34,25.0,2,2,2
487,51,3.0,8,8,0
487,25,3.0,10,10,0
487,55,1.0,12,12,0
487,56,0.0,13,13,0
487,4,6.0,6,6,0
487,57,3.0,9,9,0
487,6,5.0,7,7,0
487,27,7.0,5,5,0
487,54,0.0,14,14,0
487,21,10.0,3,3,0
487,45,0.0,15,15,0
487,32,9.0,4,4,0
487,1,1.0,11,11,0
487,37,0.0,16,16,0
487,53,0.0,17,17,0
488,3,58.0,1,1,3
488,34,25.0,2,2,2
488,51,3.0,10,10,0
488,25,5.0,8,8,0
488,55,1.0,12,12,0
488,56,0.0,13,13,0
488,4,6.0,7,7,0
488,57,4.0,9,9,0
488,6,17.0,3,3,1
488,27,11.0,4,4,0
488,54,0.0,14,14,0
488,21,10.0,5,5,0
488,45,0.0,15,15,0
488,32,9.0,6,6,0
488,1,1.0,11,11,0
488,37,0.0,16,16,0
488,53,0.0,17,17,0
489,3,61.0,1,1,3
489,34,25.0,3,3,2
489,51,3.0,11,11,0
489,25,5.0,9,9,0
489,55,1.0,12,12,0
489,56,0.0,13,13,0
489,4,6.0,7,7,0
489,57,4.0,10,10,0
489,6,26.0,2,2,2
489,27,17.0,4,4,0
489,54,0.0,14,14,0
489,21,10.0,6,6,0
489,45,0.0,15,15,0
489,32,12.0,5,5,0
489,1,5.0,8,8,0
489,37,0.0,16,16,0
489,53,0.0,17,17,0
490,3,61.0,1,1,3
490,34,29.0,2,2,2
490,51,3.0,11,11,0
490,25,5.0,9,9,0
490,55,1.0,12,12,0
490,56,0.0,13,13,0
490,4,18.0,4,4,1
490,57,4.0,10,10,0
490,6,28.0,3,3,2
490,27,17.0,5,5,0
490,54,0.0,14,14,0
490,21,10.0,8,8,0
490,45,0.0,15,15,0
490,32,13.0,6,6,0
490,1,11.0,7,7,0
490,37,0.0,16,16,0
490,53,0.0,17,17,0
491,3,67.0,1,1,3
491,34,31.0,2,2,2
491,51,3.0,11,11,0
491,25,8.0,9,9,0
491,55,1.0,12,12,0
491,56,0.0,14,14,0
491,4,18.0,6,6,1
491,57,4.0,10,10,0
491,6,28.0,3,3,2
491,27,21.0,4,4,0
491,54,1.0,13,13,0
491,21,10.0,8,8,0
491,45,0.0,16,16,0
491,32,13.0,7,7,0
491,1,20.0,5,5,1
491,37,0.0,15,15,0
491,53,0.0,17,17,0
493,3,72.0,1,1,3
492,53,0.0,17,17,0
492,37,0.0,15,15,0
492,1,21.0,6,6,1
492,45,0.0,16,16,0
492,54,1.0,13,13,0
492,27,25.0,4,4,0
492,6,28.0,3,3,2
492,57,4.0,10,10,0
492,51,3.0,11,11,0
492,32,13.0,7,7,0
492,21,10.0,8,8,0
492,25,10.0,9,9,0
492,55,1.0,12,12,0
492,56,0.0,14,14,0
492,4,24.0,5,5,1
492,34,43.0,2,2,3
492,3,67.0,1,1,3
493,34,47.0,2,2,3
493,51,3.0,11,11,0
493,25,10.0,9,9,0
493,55,1.0,12,12,0
493,56,0.0,14,14,0
493,4,30.0,4,4,1
493,57,4.0,10,10,0
493,6,28.0,5,5,2
493,27,34.0,3,3,1
493,54,1.0,13,13,0
493,21,10.0,8,8,0
493,45,0.0,16,16,0
493,32,13.0,7,7,0
493,1,22.0,6,6,1
493,37,0.0,15,15,0
493,53,0.0,17,17,0
494,3,76.0,1,1,3
494,34,56.0,2,2,3
494,51,3.0,11,11,0
494,25,10.0,9,9,0
494,55,1.0,12,12,0
494,56,0.0,14,14,0
494,4,39.0,3,3,2
494,57,5.0,10,10,0
494,6,28.0,5,5,2
494,27,34.0,4,4,1
494,54,1.0,13,13,0
494,21,10.0,8,8,0
494,45,0.0,16,16,0
494,32,15.0,7,7,0
494,1,22.0,6,6,1
494,37,0.0,15,15,0
494,53,0.0,17,17,0
495,3,86.0,1,1,3
495,34,57.0,2,2,3
495,51,3.0,11,11,0
495,25,10.0,9,9,0
495,55,1.0,12,12,0
495,56,0.0,14,14,0
495,4,48.0,3,3,3
495,57,5.0,10,10,0
495,6,30.0,5,5,2
495,27,34.0,4,4,1
495,54,1.0,13,13,0
495,21,10.0,8,8,0
495,45,0.0,16,16,0
495,32,18.0,7,7,0
495,1,22.0,6,6,1
495,37,0.0,15,15,0
495,53,0.0,17,17,0
496,3,86.0,1,1,3
496,34,59.0,2,2,3
496,51,6.0,10,10,0
496,25,10.0,9,9,0
496,55,1.0,12,12,0
496,56,0.0,15,15,0
496,4,48.0,3,3,3
496,57,5.0,11,11,0
496,6,34.0,5,5,2
496,27,43.0,4,4,2
496,54,1.0,13,13,0
496,21,10.0,8,8,0
496,45,0.0,16,16,0
496,32,19.0,7,7,0
496,1,28.0,6,6,1
496,37,0.0,14,14,0
496,53,0.0,17,17,0
497,3,95.0,1,1,4
497,34,61.0,2,2,3
497,51,10.0,9,9,0
497,25,10.0,10,10,0
497,55,1.0,12,12,0
497,56,0.0,15,15,0
497,4,54.0,3,3,3
497,57,5.0,11,11,0
497,6,34.0,5,5,2
497,27,44.0,4,4,2
497,54,1.0,13,13,0
497,21,10.0,8,8,0
497,45,0.0,16,16,0
497,32,22.0,7,7,0
497,1,28.0,6,6,1
497,37,0.0,14,14,0
497,53,0.0,17,17,0
498,3,9.0,1,1,1
498,34,6.0,2,2,0
498,56,4.0,3,3,0
498,25,3.0,4,4,0
498,51,2.0,5,5,0
498,1,1.0,6,6,0
498,6,0.0,7,7,0
498,57,0.0,8,8,0
498,27,0.0,9,9,0
498,21,0.0,10,10,0
498,54,0.0,11,11,0
498,32,0.0,12,12,0
498,4,0.0,13,13,0
498,58,0.0,14,14,0
498,45,0.0,15,15,0
499,3,13.0,1,1,1
499,34,6.0,3,3,0
499,56,4.0,5,5,0
499,25,3.0,6,6,0
499,51,2.0,9,9,0
499,1,3.0,8,8,0
499,6,0.0,12,12,0
499,57,0.0,13,13,0
499,27,3.0,7,7,0
499,21,1.0,10,10,0
499,54,0.0,11,11,0
499,32,6.0,4,4,0
499,4,9.0,2,2,1
499,58,0.0,14,14,0
499,45,0.0,15,15,0
500,3,15.0,2,2,1
500,34,9.0,4,4,0
500,56,4.0,6,6,0
500,25,3.0,7,7,0
500,51,2.0,9,9,0
500,1,3.0,8,8,0
500,6,0.0,14,14,0
500,57,0.0,12,12,0
500,27,13.0,3,3,0
500,21,2.0,10,10,0
500,54,0.0,11,11,0
500,32,6.0,5,5,0
500,4,18.0,1,1,2
500,58,0.0,13,13,0
500,45,0.0,15,15,0
501,3,15.0,3,3,1
501,34,18.0,2,2,1
501,56,8.0,6,6,0
501,25,3.0,9,9,0
501,51,2.0,10,10,0
501,1,6.0,8,8,0
501,6,2.0,11,11,0
501,57,0.0,13,13,0
501,27,14.0,4,4,0
501,21,8.0,5,5,0
501,54,0.0,12,12,0
501,32,6.0,7,7,0
501,4,18.0,1,1,2
501,58,0.0,14,14,0
501,45,0.0,15,15,0
502,3,25.0,1,1,1
502,34,18.0,4,4,1
502,56,8.0,6,6,0
502,25,5.0,9,9,0
502,51,2.0,11,11,0
502,1,6.0,8,8,0
502,6,3.0,10,10,0
502,57,0.0,13,13,0
502,27,23.0,2,2,1
502,21,8.0,5,5,0
502,54,0.0,12,12,0
502,32,6.0,7,7,0
502,4,21.0,3,3,2
502,58,0.0,14,14,0
502,45,0.0,15,15,0
503,3,34.0,1,1,2
503,34,22.0,3,3,1
503,56,9.0,6,6,0
503,25,5.0,9,9,0
503,51,2.0,11,11,0
503,1,6.0,8,8,0
503,6,5.0,10,10,0
503,57,0.0,13,13,0
503,27,29.0,2,2,1
503,21,11.0,5,5,0
503,54,0.0,12,12,0
503,32,6.0,7,7,0
503,4,21.0,4,4,2
503,58,0.0,14,14,0
503,45,0.0,15,15,0
504,3,44.0,1,1,3
504,34,25.0,3,3,1
504,56,9.0,6,6,0
504,25,5.0,9,9,0
504,51,2.0,11,11,0
504,1,6.0,8,8,0
504,6,5.0,10,10,0
504,57,0.0,13,13,0
504,27,39.0,2,2,1
504,21,11.0,5,5,0
504,54,0.0,12,12,0
504,32,6.0,7,7,0
504,4,23.0,4,4,2
504,58,0.0,14,14,0
504,45,0.0,15,15,0
505,3,57.0,1,1,4
505,34,31.0,3,3,1
505,56,9.0,7,7,0
505,25,10.0,6,6,0
505,51,2.0,11,11,0
505,1,7.0,8,8,0
505,6,5.0,10,10,0
505,57,0.0,13,13,0
505,27,39.0,2,2,1
505,21,11.0,5,5,0
505,54,0.0,12,12,0
505,32,6.0,9,9,0
505,4,23.0,4,4,2
505,58,0.0,14,14,0
505,45,0.0,15,15,0
506,3,67.0,1,1,4
506,34,34.0,3,3,1
506,56,9.0,7,7,0
506,25,10.0,6,6,0
506,51,4.0,11,11,0
506,1,7.0,8,8,0
506,6,6.0,10,10,0
506,57,0.0,13,13,0
506,27,48.0,2,2,2
506,21,11.0,5,5,0
506,54,0.0,12,12,0
506,32,6.0,9,9,0
506,4,23.0,4,4,2
506,58,0.0,14,14,0
506,45,0.0,15,15,0
507,3,77.0,1,1,4
507,34,36.0,3,3,1
507,56,9.0,7,7,0
507,25,10.0,6,6,0
507,51,4.0,11,11,0
507,1,7.0,9,9,0
507,6,6.0,10,10,0
507,57,0.0,13,13,0
507,27,51.0,2,2,2
507,21,11.0,5,5,0
507,54,0.0,12,12,0
507,32,7.0,8,8,0
507,4,32.0,4,4,3
507,58,0.0,14,14,0
507,45,0.0,15,15,0
508,3,80.0,1,1,4
508,34,45.0,3,3,2
508,56,9.0,7,7,0
508,25,12.0,5,5,0
508,51,4.0,11,11,0
508,1,8.0,8,8,0
508,6,6.0,10,10,0
508,57,0.0,13,13,0
508,27,55.0,2,2,2
508,21,11.0,6,6,0
508,54,0.0,12,12,0
508,32,7.0,9,9,0
508,4,38.0,4,4,3
508,58,0.0,14,14,0
508,45,0.0,15,15,0
509,3,90.0,1,1,4
509,34,54.0,3,3,3
509,56,11.0,7,7,0
509,25,12.0,5,5,0
509,51,4.0,11,11,0
509,1,8.0,9,9,0
509,6,6.0,10,10,0
509,57,0.0,13,13,0
509,27,56.0,2,2,2
509,21,11.0,6,6,0
509,54,0.0,12,12,0
509,32,10.0,8,8,0
509,4,38.0,4,4,3
509,58,0.0,15,15,0
509,45,0.0,14,14,0
510,3,105.0,1,1,5
510,34,55.0,3,3,3
510,56,11.0,7,7,0
510,25,12.0,5,5,0
510,51,4.0,11,11,0
510,1,11.0,8,8,0
510,6,8.0,10,10,0
510,57,0.0,13,13,0
510,27,60.0,2,2,2
510,21,11.0,6,6,0
510,54,0.0,12,12,0
510,32,10.0,9,9,0
510,4,38.0,4,4,3
510,58,0.0,15,15,0
510,45,0.0,14,14,0
511,3,120.0,1,1,6
511,34,55.0,3,3,3
511,56,11.0,8,8,0
511,25,12.0,6,6,0
511,51,4.0,11,11,0
511,1,11.0,9,9,0
511,6,8.0,10,10,0
511,57,0.0,13,13,0
511,27,66.0,2,2,2
511,21,11.0,7,7,0
511,54,0.0,12,12,0
511,32,14.0,5,5,0
511,4,38.0,4,4,3
511,58,0.0,15,15,0
511,45,0.0,14,14,0
512,3,0.0,7,7,0
512,6,0.0,9,9,0
512,25,0.0,11,11,0
512,54,0.0,15,15,0
512,60,0.0,14,14,0
512,27,12.0,1,1,1
512,32,8.0,2,2,0
512,1,4.0,3,3,0
512,56,1.0,4,4,0
512,58,0.0,5,5,0
513,60,0.0,15,15,0
513,54,0.0,13,13,0
513,27,27.0,1,1,2
513,58,0.0,8,8,0
513,21,0.0,7,7,0
513,3,0.0,9,9,0
513,57,0.0,11,11,0
513,6,3.0,5,5,0
513,59,0.0,12,12,0
513,25,3.0,4,4,0
513,4,0.0,10,10,0
514,60,0.0,15,15,0
514,54,0.0,14,14,0
514,27,27.0,1,1,2
514,32,17.0,3,3,0
514,1,4.0,5,5,0
514,56,1.0,7,7,0
514,58,0.0,9,9,0
514,21,0.0,8,8,0
514,3,0.0,11,11,0
514,57,0.0,13,13,0
514,6,18.0,2,2,1
514,59,0.0,10,10,0
514,25,7.0,4,4,0
514,4,0.0,12,12,0
514,204,1.0,6,6,0
515,60,0.0,15,15,0
515,54,0.0,14,14,0
515,27,29.0,2,2,2
515,56,1.0,8,8,0
515,58,0.0,9,9,0
515,21,0.0,10,10,0
515,3,4.0,6,6,0
515,57,0.0,13,13,0
515,59,0.0,11,11,0
515,25,8.0,4,4,0
515,4,0.0,12,12,0
515,204,1.0,7,7,0
516,60,0.0,15,15,0
516,54,0.0,14,14,0
516,27,38.0,1,1,3
516,32,30.0,3,3,0
516,1,4.0,5,5,0
516,56,1.0,8,8,0
516,21,0.0,10,10,0
516,3,4.0,6,6,0
516,6,36.0,2,2,2
516,59,0.0,11,11,0
516,4,0.0,12,12,0
516,204,1.0,7,7,0
517,51,0.0,15,15,0
517,61,0.0,17,17,0
517,60,0.0,16,16,0
517,54,0.0,11,11,0
517,27,44.0,2,2,3
517,32,33.0,3,3,0
517,1,5.0,5,5,0
517,56,1.0,9,9,0
517,58,0.0,10,10,0
517,21,2.0,7,7,0
517,3,4.0,6,6,0
517,6,45.0,1,1,3
517,59,0.0,12,12,0
517,4,0.0,13,13,0
517,204,1.0,8,8,0
518,51,0.0,15,15,0
518,61,0.0,17,17,0
518,60,0.0,16,16,0
518,54,0.0,11,11,0
518,27,46.0,2,2,3
518,32,37.0,3,3,0
518,1,8.0,6,6,0
518,56,1.0,9,9,0
518,58,0.0,10,10,0
518,21,3.0,7,7,0
518,3,10.0,5,5,0
518,6,54.0,1,1,4
518,59,0.0,12,12,0
518,4,0.0,13,13,0
518,204,1.0,8,8,0
519,61,0.0,17,17,0
519,51,0.0,15,15,0
519,60,0.0,16,16,0
519,54,0.0,13,13,0
519,27,46.0,2,2,3
519,32,37.0,3,3,0
519,1,8.0,7,7,0
519,56,1.0,10,10,0
519,58,0.0,11,11,0
519,21,3.0,8,8,0
519,57,0.0,14,14,0
519,6,60.0,1,1,4
519,25,17.0,4,4,0
519,204,1.0,9,9,0
520,61,0.0,17,17,0
520,51,0.0,15,15,0
520,60,0.0,16,16,0
520,54,0.0,13,13,0
520,27,47.0,2,2,3
520,32,37.0,3,3,0
520,1,11.0,7,7,0
520,58,0.0,11,11,0
520,21,3.0,8,8,0
520,57,0.0,14,14,0
520,6,62.0,1,1,4
520,25,21.0,5,5,0
520,204,1.0,9,9,0
521,3,38.0,3,3,2
521,58,0.0,11,11,0
521,61,0.0,17,17,0
521,51,0.0,15,15,0
521,60,0.0,16,16,0
521,54,0.0,13,13,0
521,27,51.0,2,2,3
521,32,37.0,4,4,0
521,1,13.0,7,7,0
521,56,1.0,10,10,0
521,21,4.0,8,8,0
521,57,0.0,14,14,0
522,51,0.0,15,15,0
522,61,0.0,17,17,0
522,54,0.0,13,13,0
522,60,0.0,16,16,0
522,204,1.0,9,9,0
522,4,20.0,6,6,1
522,25,21.0,5,5,0
522,59,0.0,12,12,0
522,6,74.0,1,1,4
522,57,0.0,14,14,0
522,3,49.0,3,3,3
522,21,4.0,8,8,0
522,58,0.0,11,11,0
522,56,1.0,10,10,0
522,1,13.0,7,7,0
522,32,37.0,4,4,0
522,27,55.0,2,2,3
523,51,0.0,15,15,0
523,61,0.0,17,17,0
523,54,0.0,13,13,0
523,60,0.0,16,16,0
523,204,4.0,9,9,0
523,4,20.0,6,6,1
523,25,21.0,5,5,0
523,59,0.0,12,12,0
523,6,80.0,1,1,4
523,3,58.0,3,3,4
523,21,5.0,8,8,0
523,56,1.0,10,10,0
523,32,37.0,4,4,0
524,62,0.0,18,18,0
524,51,0.0,15,15,0
524,61,0.0,17,17,0
524,54,0.0,13,13,0
524,60,0.0,16,16,0
524,204,7.0,8,8,0
524,4,20.0,6,6,1
524,25,22.0,5,5,0
524,59,0.0,12,12,0
524,6,95.0,1,1,5
524,57,0.0,14,14,0
524,3,62.0,2,2,4
524,58,0.0,11,11,0
524,1,13.0,7,7,0
525,182,0.0,12,12,0
525,62,0.0,17,17,0
525,51,0.0,16,16,0
525,61,0.0,19,19,0
525,54,0.0,14,14,0
525,60,0.0,18,18,0
525,204,7.0,8,8,0
525,4,20.0,6,6,1
525,25,24.0,5,5,0
525,59,0.0,13,13,0
525,6,104.0,1,1,5
525,57,0.0,15,15,0
525,3,75.0,2,2,5
525,21,5.0,9,9,0
525,56,1.0,10,10,0
526,182,0.0,13,13,0
526,62,0.0,17,17,0
526,51,0.0,16,16,0
526,61,0.0,19,19,0
526,54,2.0,11,11,0
526,60,0.0,18,18,0
526,204,7.0,8,8,0
526,4,26.0,6,6,1
526,25,28.0,5,5,0
526,59,0.0,14,14,0
526,6,113.0,1,1,6
526,57,0.0,15,15,0
526,3,75.0,2,2,5
526,58,3.0,10,10,0
526,1,15.0,7,7,0
527,64,0.0,16,16,0
527,55,0.0,15,15,0
527,60,0.0,14,14,0
527,57,0.0,13,13,0
527,32,9.0,1,1,1
527,34,6.0,2,2,0
527,25,4.0,3,3,0
527,1,3.0,4,4,0
527,6,0.0,5,5,0
527,56,0.0,6,6,0
527,59,0.0,7,7,0
527,54,0.0,8,8,0
527,58,0.0,9,9,0
527,27,0.0,10,10,0
527,63,0.0,11,11,0
527,3,0.0,12,12,0
528,64,0.0,17,17,0
528,55,0.0,16,16,0
528,60,0.0,15,15,0
528,57,0.0,14,14,0
528,21,0.0,11,11,0
528,32,12.0,1,1,1
528,34,10.0,2,2,0
528,25,5.0,5,5,0
528,1,3.0,6,6,0
528,6,9.0,3,3,1
528,56,6.0,4,4,0
528,59,0.0,10,10,0
528,54,0.0,8,8,0
528,58,2.0,7,7,0
528,27,0.0,9,9,0
528,63,0.0,13,13,0
528,3,0.0,12,12,0
530,65,0.0,19,19,0
529,65,0.0,19,19,0
529,64,0.0,18,18,0
529,57,0.0,14,14,0
529,60,0.0,15,15,0
529,4,0.0,16,16,0
529,55,0.0,17,17,0
529,21,0.0,11,11,0
529,32,21.0,1,1,2
529,34,14.0,2,2,0
529,25,11.0,3,3,0
529,1,3.0,6,6,0
529,6,9.0,4,4,1
529,56,6.0,5,5,0
529,59,0.0,12,12,0
529,54,0.0,10,10,0
529,58,2.0,9,9,0
529,27,2.0,8,8,0
529,63,0.0,13,13,0
529,3,3.0,7,7,0
530,64,0.0,18,18,0
530,57,0.0,15,15,0
530,60,0.0,16,16,0
530,4,0.0,14,14,0
530,55,0.0,17,17,0
530,21,1.0,10,10,0
530,32,27.0,1,1,2
530,34,14.0,4,4,0
530,25,15.0,3,3,0
530,1,3.0,7,7,0
530,6,18.0,2,2,2
530,56,6.0,5,5,0
530,59,0.0,12,12,0
530,54,0.0,11,11,0
530,58,2.0,9,9,0
530,27,4.0,6,6,0
530,63,0.0,13,13,0
530,3,3.0,8,8,0
531,65,0.0,19,19,0
531,64,0.0,18,18,0
531,57,0.0,15,15,0
531,60,0.0,16,16,0
531,4,0.0,13,13,0
531,55,0.0,17,17,0
531,21,2.0,11,11,0
531,32,27.0,1,1,2
531,34,20.0,3,3,0
531,25,24.0,2,2,1
531,1,3.0,8,8,0
531,6,18.0,4,4,2
531,56,6.0,5,5,0
531,59,4.0,6,6,0
531,54,0.0,12,12,0
531,58,2.0,10,10,0
531,27,4.0,7,7,0
531,63,0.0,14,14,0
531,3,3.0,9,9,0
532,64,0.0,19,19,0
532,65,0.0,13,13,0
532,57,0.0,16,16,0
532,60,0.0,17,17,0
532,4,0.0,14,14,0
532,55,0.0,18,18,0
532,21,2.0,11,11,0
532,32,36.0,1,1,3
532,34,20.0,4,4,0
532,25,25.0,2,2,1
532,1,3.0,8,8,0
532,6,22.0,3,3,2
532,56,6.0,5,5,0
532,59,4.0,7,7,0
532,54,0.0,12,12,0
532,58,2.0,10,10,0
532,27,6.0,6,6,0
532,63,0.0,15,15,0
532,3,3.0,9,9,0
533,64,0.0,19,19,0
533,65,0.0,14,14,0
533,57,0.0,16,16,0
533,60,0.0,17,17,0
533,4,0.0,15,15,0
533,55,0.0,18,18,0
533,21,2.0,11,11,0
533,32,45.0,1,1,4
533,34,22.0,4,4,0
533,25,25.0,2,2,1
533,1,4.0,8,8,0
533,6,22.0,3,3,2
533,56,6.0,7,7,0
533,59,7.0,6,6,0
533,54,0.0,12,12,0
533,58,2.0,10,10,0
533,27,10.0,5,5,0
533,63,0.0,13,13,0
533,3,3.0,9,9,0
534,64,0.0,19,19,0
534,65,0.0,14,14,0
534,57,0.0,16,16,0
534,60,0.0,17,17,0
534,4,0.0,15,15,0
534,55,0.0,18,18,0
534,21,8.0,6,6,0
534,32,49.0,1,1,4
534,34,31.0,2,2,1
534,25,25.0,3,3,1
534,1,7.0,9,9,0
534,6,22.0,4,4,2
534,56,7.0,7,7,0
534,59,7.0,8,8,0
534,54,0.0,12,12,0
534,58,4.0,10,10,0
534,27,10.0,5,5,0
534,63,0.0,13,13,0
534,3,3.0,11,11,0
535,64,0.0,19,19,0
535,65,0.0,14,14,0
535,57,0.0,16,16,0
535,60,0.0,17,17,0
535,4,0.0,15,15,0
535,55,0.0,18,18,0
535,21,8.0,7,7,0
535,32,58.0,1,1,5
535,34,34.0,2,2,1
535,25,25.0,3,3,1
535,1,11.0,5,5,0
535,6,22.0,4,4,2
535,56,7.0,9,9,0
535,59,8.0,8,8,0
535,54,0.0,12,12,0
535,58,4.0,11,11,0
535,27,10.0,6,6,0
535,63,0.0,13,13,0
535,3,5.0,10,10,0
536,64,0.0,19,19,0
536,65,0.0,14,14,0
536,57,0.0,16,16,0
536,60,0.0,17,17,0
536,4,0.0,15,15,0
536,55,0.0,18,18,0
536,21,8.0,7,7,0
536,32,58.0,1,1,5
536,34,40.0,2,2,1
536,25,28.0,4,4,1
536,1,12.0,5,5,0
536,6,31.0,3,3,3
536,56,7.0,9,9,0
536,59,8.0,8,8,0
536,54,0.0,12,12,0
536,58,6.0,10,10,0
536,27,10.0,6,6,0
536,63,0.0,13,13,0
536,3,5.0,11,11,0
537,64,0.0,19,19,0
537,65,0.0,14,14,0
537,57,0.0,16,16,0
537,60,0.0,17,17,0
537,4,0.0,15,15,0
537,55,0.0,18,18,0
537,21,8.0,9,9,0
537,32,67.0,1,1,6
537,34,40.0,2,2,1
537,25,30.0,4,4,1
537,1,12.0,7,7,0
537,6,31.0,3,3,3
537,56,10.0,8,8,0
537,59,14.0,5,5,0
537,54,0.0,12,12,0
537,58,6.0,10,10,0
537,27,14.0,6,6,0
537,63,0.0,13,13,0
537,3,5.0,11,11,0
539,64,0.0,19,19,0
538,64,0.0,19,19,0
538,65,0.0,14,14,0
538,57,0.0,16,16,0
538,60,0.0,17,17,0
538,4,0.0,15,15,0
538,55,0.0,18,18,0
538,21,8.0,9,9,0
538,32,76.0,1,1,7
538,34,40.0,2,2,1
538,25,36.0,3,3,1
538,1,12.0,8,8,0
538,6,35.0,4,4,3
538,56,13.0,7,7,0
538,59,14.0,6,6,0
538,54,0.0,13,13,0
538,58,6.0,10,10,0
538,27,16.0,5,5,0
538,63,1.0,12,12,0
538,3,5.0,11,11,0
539,65,0.0,14,14,0
539,57,0.0,16,16,0
539,60,0.0,17,17,0
539,4,0.0,15,15,0
539,55,0.0,18,18,0
539,21,8.0,9,9,0
539,32,85.0,1,1,8
539,34,44.0,2,2,1
539,25,36.0,4,4,1
539,1,12.0,8,8,0
539,6,36.0,3,3,3
539,56,15.0,6,6,0
539,59,14.0,7,7,0
539,54,0.0,13,13,0
539,58,6.0,10,10,0
539,27,16.0,5,5,0
539,63,1.0,12,12,0
539,3,5.0,11,11,0
540,64,0.0,19,19,0
540,65,0.0,14,14,0
540,57,0.0,15,15,0
540,60,0.0,17,17,0
540,4,0.0,16,16,0
540,55,0.0,18,18,0
540,21,8.0,9,9,0
540,32,86.0,1,1,8
540,34,53.0,2,2,2
540,25,36.0,4,4,1
540,1,14.0,8,8,0
540,6,40.0,3,3,3
